c;phi;gam;alp;h;num_slice;slope_len;fel;bis
20;0.4363323129985824;18.5;0.5235987755982988;15;520;25.98076211353316;2.4199105900961104;3.311660104086227
20;0.4363323129985824;18.5;0.5235987755982988;15;530;25.98076211353316;2.419575260635231;3.311336032448653
20;0.4363323129985824;18.5;0.5235987755982988;15;540;25.98076211353316;2.4199241772527498;3.3119628162067545
20;0.4363323129985824;18.5;0.5235987755982988;15;550;25.98076211353316;2.419541411098576;3.3111822086249085
20;0.4363323129985824;18.5;0.5235987755982988;15;560;25.98076211353316;2.4196889991169255;3.3115754502522776
20;0.4363323129985824;18.5;0.5235987755982988;15;570;25.98076211353316;2.4197310449431297;3.3115865495638372
20;0.4363323129985824;18.5;0.5235987755982988;15;580;25.98076211353316;2.4201208271947787;3.312361549165298
20;0.4363323129985824;18.5;0.5235987755982988;15;590;25.98076211353316;2.42008757794009;3.3122370869491107
20;0.4363323129985824;18.5;0.5235987755982988;15;600;25.98076211353316;2.419973183533543;3.312179806519936
20;0.4363323129985824;18.5;0.5235987755982988;15;610;25.98076211353316;2.4202002092719086;3.312657455937159
20;0.4363323129985824;18.5;0.5235987755982988;15;620;25.98076211353316;2.420274437676915;3.312688862585545
20;0.4363323129985824;18.5;0.5235987755982988;15;630;25.98076211353316;2.420692925208222;3.313332839559789
20;0.4363323129985824;18.5;0.5235987755982988;15;640;25.98076211353316;2.4203254684630897;3.312836651884938
20;0.4363323129985824;18.5;0.5235987755982988;15;650;25.98076211353316;2.4209039531851473;3.3136985360664224
20;0.4363323129985824;18.5;0.5235987755982988;15;660;25.98076211353316;2.4205004280006768;3.313066263381366
20;0.4363323129985824;18.5;0.5235987755982988;15;670;25.98076211353316;2.420672281959869;3.3135268556411996
20;0.4363323129985824;18.5;0.5235987755982988;15;680;25.98076211353316;2.4201277230909097;3.3128307588534316
20;0.4363323129985824;18.5;0.5235987755982988;15;690;25.98076211353316;2.4207670660222074;3.313853362454031
20;0.4363323129985824;18.5;0.5235987755982988;15;700;25.98076211353316;2.4205954329400092;3.313610183752027
20;0.4363323129985824;18.5;0.5235987755982988;15;710;25.98076211353316;2.4208327822473312;3.314059138401355
20;0.4363323129985824;18.5;0.5235987755982988;15;720;25.98076211353316;2.4207047539701914;3.3137896031022684
20;0.4363323129985824;18.5;0.5235987755982988;15;730;25.98076211353316;2.421928181493865;3.3157267523685245
20;0.4363323129985824;18.5;0.5235987755982988;15;740;25.98076211353316;2.4220283621224112;3.315879389665898
20;0.4363323129985824;18.5;0.5235987755982988;15;750;25.98076211353316;2.42105938191512;3.3144767267160917
20;0.4363323129985824;18.5;0.5235987755982988;15;760;25.98076211353316;2.4212224258712265;3.3146429632189074
20;0.4363323129985824;18.5;0.5235987755982988;15;770;25.98076211353316;2.4216411317137383;3.3154422522992646
20;0.4363323129985824;18.5;0.5235987755982988;15;780;25.98076211353316;2.421986801077353;3.315833067992386
20;0.4363323129985824;18.5;0.5235987755982988;15;790;25.98076211353316;2.422088634560818;3.31621676115745
20;0.4363323129985824;18.5;0.5235987755982988;15;800;25.98076211353316;2.4215112188912586;3.3153484113587113
20;0.4363323129985824;18.5;0.5235987755982988;15;810;25.98076211353316;2.42147556751809;3.3155249742131274
20;0.4363323129985824;18.5;0.5235987755982988;15;820;25.98076211353316;2.4223020174433354;3.3163652273377937
20;0.4363323129985824;18.5;0.5235987755982988;15;830;25.98076211353316;2.4224716219563085;3.3169999663514167
20;0.4363323129985824;18.5;0.5235987755982988;15;840;25.98076211353316;2.422402535731686;3.316869437656681
20;0.4363323129985824;18.5;0.5235987755982988;15;850;25.98076211353316;2.4225081462897244;3.3172657433681536
20;0.4363323129985824;18.5;0.5235987755982988;15;860;25.98076211353316;2.422015110515898;3.3165250885543514
20;0.4363323129985824;18.5;0.5235987755982988;15;870;25.98076211353316;2.422884672532407;3.317985395871846
20;0.4363323129985824;18.5;0.5235987755982988;15;880;25.98076211353316;2.4221891803666993;3.31682601904006
20;0.4363323129985824;18.5;0.5235987755982988;15;890;25.98076211353316;2.4225296389182396;3.3175324024274087
20;0.4363323129985824;18.5;0.5235987755982988;15;900;25.98076211353316;2.4228069960846668;3.3178113824684017
20;0.4363323129985824;18.5;0.5235987755982988;15;910;25.98076211353316;2.4228536357979427;3.318066138371303
20;0.4363323129985824;18.5;0.5235987755982988;15;920;25.98076211353316;2.4224016930728953;3.317278442017606
20;0.4363323129985824;18.5;0.5235987755982988;15;930;25.98076211353316;2.4230863413078536;3.3184577974138025
20;0.4363323129985824;18.5;0.5235987755982988;15;940;25.98076211353316;2.423169861356462;3.3186026898044134
20;0.4363323129985824;18.5;0.5235987755982988;15;950;25.98076211353316;2.4223465557593955;3.317557426139798
20;0.4363323129985824;18.5;0.5235987755982988;15;960;25.98076211353316;2.423876647708075;3.3197561603329975
20;0.4363323129985824;18.5;0.5235987755982988;15;970;25.98076211353316;2.4231715423379363;3.31884183217198
20;0.4363323129985824;18.5;0.5235987755982988;15;980;25.98076211353316;2.4230137944355628;3.3188489777733774
20;0.4363323129985824;18.5;0.5235987755982988;15;990;25.98076211353316;2.423367436143269;3.3191924990285897
20;0.4363323129985824;18.5;0.5235987755982988;15;1000;25.98076211353316;2.424280942612479;3.3206778225964992
20;0.4363323129985824;18.5;0.5235987755982988;15;1010;25.98076211353316;2.4236522549639274;3.3202285261343736
20;0.4363323129985824;18.5;0.5235987755982988;15;1020;25.98076211353316;2.4240090570187087;3.3206748766835936
20;0.4363323129985824;18.5;0.5235987755982988;15;1030;25.98076211353316;2.4253171752807727;3.322589915146862
20;0.4363323129985824;18.5;0.5235987755982988;15;1040;25.98076211353316;2.42410237665453;3.320672330297987
20;0.4363323129985824;18.5;0.5235987755982988;15;1050;25.98076211353316;2.4236071103954564;3.320283144032176
20;0.4363323129985824;18.5;0.5235987755982988;15;1060;25.98076211353316;2.4239340323101835;3.3208059514990618
20;0.4363323129985824;18.5;0.5235987755982988;15;1070;25.98076211353316;2.4246796852835515;3.3220403573790382
20;0.4363323129985824;18.5;0.5235987755982988;15;1080;25.98076211353316;2.424345106815219;3.321392380716277
20;0.4363323129985824;18.5;0.5235987755982988;15;1090;25.98076211353316;2.424719627990918;3.322078532259789
20;0.4363323129985824;18.5;0.5235987755982988;15;1100;25.98076211353316;2.424937836019238;3.3223404028327823
20;0.4363323129985824;18.5;0.5235987755982988;15;1110;25.98076211353316;2.425593107702933;3.3236135308072727
20;0.4363323129985824;18.5;0.5235987755982988;15;1120;25.98076211353316;2.425773671244327;3.3235889044695193
20;0.4363323129985824;18.5;0.5235987755982988;15;1130;25.98076211353316;2.425455197598101;3.3235874712603306
20;0.4363323129985824;18.5;0.5235987755982988;15;1140;25.98076211353316;2.4254198067698427;3.3232557251700627
20;0.4363323129985824;18.5;0.5235987755982988;15;1150;25.98076211353316;2.4248372125602162;3.322371916254822
20;0.4363323129985824;18.5;0.5235987755982988;15;1160;25.98076211353316;2.425825021576642;3.3240656991474076
20;0.4363323129985824;18.5;0.5235987755982988;15;1170;25.98076211353316;2.4263627959772935;3.3249945393796136
20;0.4363323129985824;18.5;0.5235987755982988;15;1180;25.98076211353316;2.426334908041308;3.32519859095044
20;0.4363323129985824;18.5;0.5235987755982988;15;1190;25.98076211353316;2.4272230642608084;3.326387653897713
20;0.4363323129985824;18.5;0.5235987755982988;15;1200;25.98076211353316;2.4250403596638037;3.323442630232959
20;0.4363323129985824;18.5;0.5235987755982988;15;1210;25.98076211353316;2.4265174750232665;3.326118523952757
20;0.4363323129985824;18.5;0.5235987755982988;15;1220;25.98076211353316;2.4275321779569423;3.3273882826005807
20;0.4363323129985824;18.5;0.5235987755982988;15;1230;25.98076211353316;2.4255198652036127;3.324295245064809
20;0.4363323129985824;18.5;0.5235987755982988;15;1240;25.98076211353316;2.4270652195194127;3.326952388278171
20;0.4363323129985824;18.5;0.5235987755982988;15;1250;25.98076211353316;2.4271154412370533;3.327059109732244
20;0.4363323129985824;18.5;0.5235987755982988;15;1260;25.98076211353316;2.4283719383512663;3.3288308290514133
20;0.4363323129985824;18.5;0.5235987755982988;15;1270;25.98076211353316;2.4270966432250183;3.3273374966748346
20;0.4363323129985824;18.5;0.5235987755982988;15;1280;25.98076211353316;2.4281001851846575;3.3286821193340255
20;0.4363323129985824;18.5;0.5235987755982988;15;1290;25.98076211353316;2.427886712006605;3.3284696019453177
20;0.4363323129985824;18.5;0.5235987755982988;15;1300;25.98076211353316;2.4283274439672637;3.328823168972279
20;0.4363323129985824;18.5;0.5235987755982988;15;1310;25.98076211353316;2.4280711721255948;3.3292603942220387
20;0.4363323129985824;18.5;0.5235987755982988;15;1320;25.98076211353316;2.428792045622978;3.3301590680069126
20;0.4363323129985824;18.5;0.5235987755982988;15;1330;25.98076211353316;2.4296753412362357;3.3315010404723444
20;0.4363323129985824;18.5;0.5235987755982988;15;1340;25.98076211353316;2.4285563684755505;3.3301010542398903
20;0.4363323129985824;18.5;0.5235987755982988;15;1350;25.98076211353316;2.430340610670602;3.3325605755995973
20;0.4363323129985824;18.5;0.5235987755982988;15;1360;25.98076211353316;2.4284956505102864;3.330009216703328
20;0.4363323129985824;18.5;0.5235987755982988;15;1370;25.98076211353316;2.428317067949802;3.3298924543404254
20;0.4363323129985824;18.5;0.5235987755982988;15;1380;25.98076211353316;2.428941001018188;3.3309903576916597
20;0.4363323129985824;18.5;0.5235987755982988;15;1390;25.98076211353316;2.429949926617728;3.3330041816073623
20;0.4363323129985824;18.5;0.5235987755982988;15;1400;25.98076211353316;2.429393268317335;3.3318697950768845
20;0.4363323129985824;18.5;0.5235987755982988;15;1410;25.98076211353316;2.4277651484994562;3.3298359291496364
20;0.4363323129985824;18.5;0.5235987755982988;15;1420;25.98076211353316;2.429843776661383;3.3326045486382676
20;0.4363323129985824;18.5;0.5235987755982988;15;1430;25.98076211353316;2.429971319969973;3.3328261819614142
20;0.4363323129985824;18.5;0.5235987755982988;15;1440;25.98076211353316;2.4296473034735695;3.332485058344911
20;0.4363323129985824;18.5;0.5235987755982988;15;1450;25.98076211353316;2.4307009341967993;3.3340172061309157
20;0.4363323129985824;18.5;0.5235987755982988;15;1460;25.98076211353316;2.431161538099228;3.3349545687246778
20;0.4363323129985824;18.5;0.5235987755982988;15;1470;25.98076211353316;2.43002709602105;3.3333566774098777
20;0.4363323129985824;18.5;0.5235987755982988;15;1480;25.98076211353316;2.4317922867761803;3.335976844113222
20;0.4363323129985824;18.5;0.5235987755982988;15;1490;25.98076211353316;2.4306058911889146;3.3342537006317965
20;0.4363323129985824;18.5;0.5235987755982988;15;1500;25.98076211353316;2.4302733285790605;3.3336676353778283
20;0.4363323129985824;18.5;0.5235987755982988;15;1510;25.98076211353316;2.430618349404639;3.334394063420184
20;0.4363323129985824;18.5;0.5235987755982988;15;1520;25.98076211353316;2.431171662585431;3.3353710212243852
20;0.4363323129985824;18.5;0.5235987755982988;15;1530;25.98076211353316;2.431360327302548;3.3360238624180925
20;0.4363323129985824;18.5;0.5235987755982988;15;1540;25.98076211353316;2.430581581615631;3.334807375965685
20;0.4363323129985824;18.5;0.5235987755982988;15;1550;25.98076211353316;2.433757960828131;3.339397575444705
20;0.4363323129985824;18.5;0.5235987755982988;15;1560;25.98076211353316;2.432670015602088;3.3375498279053146
20;0.4363323129985824;18.5;0.5235987755982988;15;1570;25.98076211353316;2.4323673210099814;3.337612550644018
20;0.4363323129985824;18.5;0.5235987755982988;15;1580;25.98076211353316;2.4324507496850107;3.3377485087284504
20;0.4363323129985824;18.5;0.5235987755982988;15;1590;25.98076211353316;2.4328811927681757;3.338829060793808
20;0.4363323129985824;18.5;0.5235987755982988;15;1600;25.98076211353316;2.4332002786430853;3.3395874297088257
20;0.4363323129985824;18.5;0.5235987755982988;15;1610;25.98076211353316;2.43556979904742;3.342931031415372
20;0.4363323129985824;18.5;0.5235987755982988;15;1620;25.98076211353316;2.4320238497774103;3.3378792160405317
20;0.4363323129985824;18.5;0.5235987755982988;15;1630;25.98076211353316;2.4360366968734;3.3438900514940957
20;0.4363323129985824;18.5;0.5235987755982988;15;1640;25.98076211353316;2.4340876197862436;3.3409397448486002
20;0.4363323129985824;18.5;0.5235987755982988;15;1650;25.98076211353316;2.4333591739408105;3.339791035158273
20;0.4363323129985824;18.5;0.5235987755982988;15;1660;25.98076211353316;2.4348084478659753;3.341270389344817
20;0.4363323129985824;18.5;0.5235987755982988;15;1670;25.98076211353316;2.4350996851828377;3.343375477541162
20;0.4363323129985824;18.5;0.5235987755982988;15;1680;25.98076211353316;2.4348599245634115;3.3425791874332123
20;0.4363323129985824;18.5;0.5235987755982988;15;1690;25.98076211353316;2.433086387508869;3.340177445088197
20;0.4363323129985824;18.5;0.5235987755982988;15;1700;25.98076211353316;2.4350635769484104;3.343263510926357
20;0.4363323129985824;18.5;0.5235987755982988;15;1710;25.98076211353316;2.4344699832584435;3.3418394673556473
20;0.4363323129985824;18.5;0.5235987755982988;15;1720;25.98076211353316;2.432912905467184;3.340107057439166
20;0.4363323129985824;18.5;0.5235987755982988;15;1730;25.98076211353316;2.433590443385335;3.3416855716020577
20;0.4363323129985824;18.5;0.5235987755982988;15;1740;25.98076211353316;2.436678703297243;3.345794994409546
20;0.4363323129985824;18.5;0.5235987755982988;15;1750;25.98076211353316;2.4364898248067037;3.346045970082238
20;0.4363323129985824;18.5;0.5235987755982988;15;1760;25.98076211353316;2.4347388692397582;3.343347927382782
20;0.4363323129985824;18.5;0.5235987755982988;15;1770;25.98076211353316;2.4366710227857933;3.3462198246373593
20;0.4363323129985824;18.5;0.5235987755982988;15;1780;25.98076211353316;2.434623107384883;3.3431500823833726
20;0.4363323129985824;18.5;0.5235987755982988;15;1790;25.98076211353316;2.4388329419718673;3.349745170170836
20;0.4363323129985824;18.5;0.5235987755982988;15;1800;25.98076211353316;2.4361725756706782;3.345826705024005
20;0.4363323129985824;18.5;0.5235987755982988;15;1810;25.98076211353316;2.43653668170396;3.34664153984951
20;0.4363323129985824;18.5;0.5235987755982988;15;1820;25.98076211353316;2.436699332186338;3.346605166394927
20;0.4363323129985824;18.5;0.5235987755982988;15;1830;25.98076211353316;2.4378455796366416;3.348995571847776
20;0.4363323129985824;18.5;0.5235987755982988;15;1840;25.98076211353316;2.438170330619107;3.349035973727056
20;0.4363323129985824;18.5;0.5235987755982988;15;1850;25.98076211353316;2.4355546664790486;3.345679654728087
20;0.4363323129985824;18.5;0.5235987755982988;15;1860;25.98076211353316;2.439566904651353;3.3512487175310306
20;0.4363323129985824;18.5;0.5235987755982988;15;1870;25.98076211353316;2.437634314855235;3.349072617709604
20;0.4363323129985824;18.5;0.5235987755982988;15;1880;25.98076211353316;2.4384496847141968;3.3498069241866477
20;0.4363323129985824;18.5;0.5235987755982988;15;1890;25.98076211353316;2.436552848645588;3.3480595607702823
20;0.4363323129985824;18.5;0.5235987755982988;15;1900;25.98076211353316;2.4374628682267283;3.349227347062554
20;0.4363323129985824;18.5;0.5235987755982988;15;1910;25.98076211353316;2.4380365509326007;3.350622039218356
20;0.4363323129985824;18.5;0.5235987755982988;15;1920;25.98076211353316;2.4406218201375753;3.353808261554963
20;0.4363323129985824;18.5;0.5235987755982988;15;1930;25.98076211353316;2.439854734747371;3.3532109853261383
20;0.4363323129985824;18.5;0.5235987755982988;15;1940;25.98076211353316;2.4363581867342803;3.3482154351608617
20;0.4363323129985824;18.5;0.5235987755982988;15;1950;25.98076211353316;2.440960282628048;3.3551814496670014
20;0.4363323129985824;18.5;0.5235987755982988;15;1960;25.98076211353316;2.4390541840502644;3.3525781716239256
20;0.4363323129985824;18.5;0.5235987755982988;15;1970;25.98076211353316;2.439533681062854;3.353464231345947
20;0.4363323129985824;18.5;0.5235987755982988;15;1980;25.98076211353316;2.4398748724146877;3.354051829462815
20;0.4363323129985824;18.5;0.5235987755982988;15;1990;25.98076211353316;2.439618786678558;3.3542583392256176
20;0.4363323129985824;18.5;0.5235987755982988;15;2000;25.98076211353316;2.4406991114940895;3.3555689798522375
20;0.4363323129985824;18.5;0.5235987755982988;15;2010;25.98076211353316;2.439897255561325;3.3542743821831835
20;0.4363323129985824;18.5;0.5235987755982988;15;2020;25.98076211353316;2.4401897686156744;3.354821089431515
20;0.4363323129985824;18.5;0.5235987755982988;15;2030;25.98076211353316;2.4430343742700207;3.3594110442217997
20;0.4363323129985824;18.5;0.5235987755982988;15;2040;25.98076211353316;2.440926168478939;3.3566579255881495
20;0.4363323129985824;18.5;0.5235987755982988;15;2050;25.98076211353316;2.443363669296407;3.359418024474127
20;0.4363323129985824;18.5;0.5235987755982988;15;2060;25.98076211353316;2.443012484833811;3.359772462747231
20;0.4363323129985824;18.5;0.5235987755982988;15;2070;25.98076211353316;2.4437637060671076;3.3612447117245994
20;0.4363323129985824;18.5;0.5235987755982988;15;2080;25.98076211353316;2.444731265995876;3.362526612049242
20;0.4363323129985824;18.5;0.5235987755982988;15;2090;25.98076211353316;2.441954649568181;3.3590519624053687
20;0.4363323129985824;18.5;0.5235987755982988;15;2100;25.98076211353316;2.4435857948797;3.3618253308739994
20;0.4363323129985824;18.5;0.5235987755982988;15;2110;25.98076211353316;2.4430596790241284;3.3597147555591027
20;0.4363323129985824;18.5;0.5235987755982988;15;2120;25.98076211353316;2.4421909605523338;3.3598746274019975
20;0.4363323129985824;18.5;0.5235987755982988;15;2130;25.98076211353316;2.442261439452893;3.3600844921924238
20;0.4363323129985824;18.5;0.5235987755982988;15;2140;25.98076211353316;2.444677645952542;3.3633425911050363
20;0.4363323129985824;18.5;0.5235987755982988;15;2150;25.98076211353316;2.446054460977115;3.3656826131270696
20;0.4363323129985824;18.5;0.5235987755982988;15;2160;25.98076211353316;2.4445913547897886;3.363370389383712
20;0.4363323129985824;18.5;0.5235987755982988;15;2170;25.98076211353316;2.4479618583426266;3.3686354704518755
20;0.4363323129985824;18.5;0.5235987755982988;15;2180;25.98076211353316;2.4460880692304943;3.3659565435671945
20;0.4363323129985824;18.5;0.5235987755982988;15;2190;25.98076211353316;2.4455974237932767;3.365815023474477
20;0.4363323129985824;18.5;0.5235987755982988;15;2200;25.98076211353316;2.4470468724524377;3.367515920835528
20;0.4363323129985824;18.5;0.5235987755982988;15;2210;25.98076211353316;2.4464558626650232;3.3662936037046904
20;0.4363323129985824;18.5;0.5235987755982988;15;2220;25.98076211353316;2.4474743008500353;3.369028749000575
20;0.4363323129985824;18.5;0.5235987755982988;15;2230;25.98076211353316;2.4440188340739635;3.3642765219171293
20;0.4363323129985824;18.5;0.5235987755982988;15;2240;25.98076211353316;2.4474403851718427;3.369544752436218
20;0.4363323129985824;18.5;0.5235987755982988;15;2250;25.98076211353316;2.447865541227972;3.36957722767936
20;0.4363323129985824;18.5;0.5235987755982988;15;2260;25.98076211353316;2.449855936699335;3.3732803215589335
20;0.4363323129985824;18.5;0.5235987755982988;15;2270;25.98076211353316;2.448915846041719;3.3711706173780316
20;0.4363323129985824;18.5;0.5235987755982988;15;2280;25.98076211353316;2.4514813517647362;3.374915487366866
20;0.4363323129985824;18.5;0.5235987755982988;15;2290;25.98076211353316;2.4482615263242953;3.371158900982272
20;0.4363323129985824;18.5;0.5235987755982988;15;2300;25.98076211353316;2.449400628999884;3.371787016530767
20;0.4363323129985824;18.5;0.5235987755982988;15;2310;25.98076211353316;2.4476972302532514;3.3694263405800524
20;0.4363323129985824;18.5;0.5235987755982988;15;2320;25.98076211353316;2.452108351063617;3.3769837494582906
20;0.4363323129985824;18.5;0.5235987755982988;15;2330;25.98076211353316;2.450034010128147;3.374425768944273
20;0.4363323129985824;18.5;0.5235987755982988;15;2340;25.98076211353316;2.4508333148656263;3.375046226386631
20;0.4363323129985824;18.5;0.5235987755982988;15;2350;25.98076211353316;2.450990459695994;3.3757032959386524
20;0.4363323129985824;18.5;0.5235987755982988;15;2360;25.98076211353316;2.4487616521234643;3.3730261149107896
20;0.4363323129985824;18.5;0.5235987755982988;15;2370;25.98076211353316;2.453167353258474;3.3800639351863024
20;0.4363323129985824;18.5;0.5235987755982988;15;2380;25.98076211353316;2.454989797342809;3.3824756346727685
20;0.4363323129985824;18.5;0.5235987755982988;15;2390;25.98076211353316;2.45090407177476;3.3769256146291426
20;0.4363323129985824;18.5;0.5235987755982988;15;2400;25.98076211353316;2.450633216268904;3.376024782415752
20;0.4363323129985824;18.5;0.5235987755982988;15;2410;25.98076211353316;2.4545368713753253;3.3821588555613773
20;0.4363323129985824;18.5;0.5235987755982988;15;2420;25.98076211353316;2.4517019121047015;3.3795718302081137
20;0.4363323129985824;18.5;0.5235987755982988;15;2430;25.98076211353316;2.4547751653166365;3.3833598597040377
20;0.4363323129985824;18.5;0.5235987755982988;15;2440;25.98076211353316;2.453346456265784;3.3813884556242826
20;0.4363323129985824;18.5;0.5235987755982988;15;2450;25.98076211353316;2.4554039166163717;3.3849263615340353
20;0.4363323129985824;18.5;0.5235987755982988;15;2460;25.98076211353316;2.45388652300621;3.3816058316355044
20;0.4363323129985824;18.5;0.5235987755982988;15;2470;25.98076211353316;2.4515220487547476;3.379101967265983
20;0.4363323129985824;18.5;0.5235987755982988;15;2480;25.98076211353316;2.454291487629616;3.38357305251062
20;0.4363323129985824;18.5;0.5235987755982988;15;2490;25.98076211353316;2.455011391123029;3.3839247825505536
20;0.4363323129985824;18.5;0.5235987755982988;15;2500;25.98076211353316;2.4498707241070403;3.3779641857920466
20;0.4363323129985824;18.5;0.5235987755982988;15;2510;25.98076211353316;2.454682349016496;3.384846079176297
20;0.4363323129985824;18.5;0.5235987755982988;15;2520;25.98076211353316;2.4534014176540984;3.3831610424428824
20;0.4363323129985824;18.5;0.5235987755982988;15;2530;25.98076211353316;2.4529935269841237;3.382509581524286
20;0.4363323129985824;18.5;0.5235987755982988;15;2540;25.98076211353316;2.454082845549433;3.3848937199960374
20;0.4363323129985824;18.5;0.5235987755982988;15;2550;25.98076211353316;2.4539209065844703;3.3837511923149277
20;0.4363323129985824;18.5;0.5235987755982988;15;2560;25.98076211353316;2.4534564987955743;3.3839597929738083
20;0.4363323129985824;18.5;0.5235987755982988;15;2570;25.98076211353316;2.4559435772888047;3.388620543914319
20;0.4363323129985824;18.5;0.5235987755982988;15;2580;25.98076211353316;2.454554769131042;3.385822260023465
20;0.4363323129985824;18.5;0.5235987755982988;15;2590;25.98076211353316;2.456581749768262;3.388619512866299
